,cell_types,Sample_ID,condition
HN25_P13P30_H02_S278_comb,T cell,oscc25,LNM_met
HN25_P13P30_D07_S235_comb,T cell,oscc25,LNM_pri
HN25_P13P30_F01_S253_comb,T cell,oscc25,LNM_met
HNSCC25_P20_B02_S302_comb,B cell,oscc25,LNM_met
HNSCC25_P20_B08_S308_comb,B cell,oscc25,LNM_met
HNSCC25_P20_H02_S374_comb,B cell,oscc25,LNM_met
HNSCC25_P2_B10_S22_comb,DC,oscc25,LNM_pri
HNSCC25_P2_H06_S90_comb,T cell,oscc25,LNM_pri
HNSCC25_P20_F06_S354_comb,B cell,oscc25,LNM_met
HNSCC25_P2_F04_S64_comb,Mst,oscc25,LNM_pri
HNSCC25_P20_H08_S380_comb,B cell,oscc25,LNM_met
HNSCC25_P20_B07_S307_comb,B cell,oscc25,LNM_met
HNSCC25_P2_H04_S88_comb,DC,oscc25,LNM_pri
HNSCC25_P20_D06_S330_comb,B cell,oscc25,LNM_met
HNSCC25_P20_A02_S290_comb,B cell,oscc25,LNM_met
HNSCC25_P20_B11_S311_comb,Mac,oscc25,LNM_met
HNSCC25_P20_D07_S331_comb,B cell,oscc25,LNM_met
HNSCC26_P3_D03_S135_comb,T cell,oscc26,LNM_pri
HNSCC25_P12_B02_S110_comb,T cell,oscc25,LNM_pri
HNSCC24_P3_H01_S85_comb,Mac,oscc24,LNM_pri
HNSCC25_P31_D01_S229_comb,T cell,oscc25,LNM_met
HNSCC25_P12_F08_S164_comb,T cell,oscc25,LNM_pri
HNSCC24_P3_G12_S84_comb,Mst,oscc24,LNM_pri
HNSCC25_P12_D04_S136_comb,T cell,oscc25,LNM_pri
HNSCC25_P12_F03_S159_comb,T cell,oscc25,LNM_pri
HNSCC25_P31_G02_S266_comb,T cell,oscc25,LNM_met
HNSCC25_P12_E01_S145_comb,T cell,oscc25,LNM_pri
HNSCC25_P12_B03_S111_comb,T cell,oscc25,LNM_pri
HNSCC25_P31_B01_S205_comb,T cell,oscc25,LNM_met
HNSCC25_P12_C03_S123_comb,T cell,oscc25,LNM_pri
HNSCC25_P12_F10_S166_comb,T cell,oscc25,LNM_pri
HNSCC25_P12_E06_S150_comb,T cell,oscc25,LNM_pri
HNSCC25_P4_D11_S239_comb,T cell,oscc25,LNM_pri
HNSCC25_P12_A12_S108_comb,T cell,oscc25,LNM_pri
HNSCC25_P31_F05_S257_comb,T cell,oscc25,LNM_met
HNSCC25_P4_A03_S195_comb,DC,oscc25,LNM_pri
HNSCC25_P31_A08_S200_comb,T cell,oscc25,LNM_met
HNSCC25_P12_G02_S170_comb,T cell,oscc25,LNM_pri
HNSCC25_P12_E08_S152_comb,T cell,oscc25,LNM_pri
HNSCC25_P31_G01_S265_comb,T cell,oscc25,LNM_met
HNSCC25_P12_F09_S165_comb,T cell,oscc25,LNM_pri
HNSCC25_P31_E05_S245_comb,T cell,oscc25,LNM_met
HNSCC24_P3_F01_S61_comb,Mst,oscc24,LNM_pri
HNSCC25_P31_G07_S271_comb,T cell,oscc25,LNM_met
HNSCC24_P3_B02_S14_comb,Mst,oscc24,LNM_pri
HNSCC25_P31_F02_S254_comb,T cell,oscc25,LNM_met
HNSCC24_P3_C01_S25_comb,Mac,oscc24,LNM_pri
HNSCC25_P31_H07_S283_comb,T cell,oscc25,LNM_met
HNSCC25_P31_C11_S227_comb,T cell,oscc25,LNM_met
HNSCC25_P31_A09_S201_comb,T cell,oscc25,LNM_met
HNSCC25_P31_B09_S213_comb,T cell,oscc25,LNM_met
HNSCC24_P3_G08_S80_comb,Mst,oscc24,LNM_pri
HNSCC25_P31_D05_S233_comb,T cell,oscc25,LNM_met
HNSCC24_P3_D10_S46_comb,Mst,oscc24,LNM_pri
HNSCC24_P3_G09_S81_comb,Mst,oscc24,LNM_pri
HNSCC25_P12_E12_S156_comb,T cell,oscc25,LNM_pri
HNSCC25_P4_E02_S242_comb,Myo,oscc25,LNM_pri
HNSCC25_P31_H03_S279_comb,T cell,oscc25,LNM_met
HNSCC25_P12_H07_S187_comb,T cell,oscc25,LNM_pri
HNSCC25_P12_E11_S155_comb,T cell,oscc25,LNM_pri
HNSCC24_P3_G10_S82_comb,T cell,oscc24,LNM_pri
HNSCC25_P4_A08_S200_comb,EC,oscc25,LNM_pri
HNSCC25_P12_B09_S117_comb,T cell,oscc25,LNM_pri
HNSCC25_P31_H12_S288_comb,T cell,oscc25,LNM_met
HNSCC24_P3_G04_S76_comb,Mst,oscc24,LNM_pri
HNSCC25_P31_A11_S203_comb,T cell,oscc25,LNM_met
HNSCC24_P3_E02_S50_comb,Mst,oscc24,LNM_pri
HNSCC25_P12_A08_S104_comb,T cell,oscc25,LNM_pri
HNSCC25_P12_H08_S188_comb,T cell,oscc25,LNM_pri
HNSCC24_P3_H06_S90_comb,Mst,oscc24,LNM_pri
HNSCC25_P12_H06_S186_comb,T cell,oscc25,LNM_pri
HNSCC24_P3_H10_S94_comb,Mst,oscc24,LNM_pri
HNSCC25_P31_C01_S217_comb,T cell,oscc25,LNM_met
HNSCC25_P12_H12_S192_comb,T cell,oscc25,LNM_pri
HNSCC25_P12_B10_S118_comb,T cell,oscc25,LNM_pri
HNSCC25_P12_C02_S122_comb,Mac,oscc25,LNM_pri
HNSCC25_P12_F11_S167_comb,T cell,oscc25,LNM_pri
HNSCC25_P31_C05_S221_comb,T cell,oscc25,LNM_met
HNSCC25_P12_F06_S162_comb,T cell,oscc25,LNM_pri
HNSCC25_P31_G08_S272_comb,T cell,oscc25,LNM_met
HNSCC25_P31_B06_S210_comb,T cell,oscc25,LNM_met
HNSCC25_P4_D09_S237_comb,Mst,oscc25,LNM_pri
HNSCC25_P12_A11_S107_comb,T cell,oscc25,LNM_pri
HNSCC25_P12_E02_S146_comb,T cell,oscc25,LNM_pri
HNSCC25_P12_H01_S181_comb,T cell,oscc25,LNM_pri
HNSCC25_P31_C09_S225_comb,T cell,oscc25,LNM_met
HNSCC25_P31_A02_S194_comb,T cell,oscc25,LNM_met
HNSCC24_P3_H05_S89_comb,EC,oscc24,LNM_pri
HNSCC25_P12_D11_S143_comb,T cell,oscc25,LNM_pri
HNSCC25_P31_H04_S280_comb,T cell,oscc25,LNM_met
HNSCC25_P31_H01_S277_comb,T cell,oscc25,LNM_met
HNSCC25_P12_C06_S126_comb,T cell,oscc25,LNM_pri
HNSCC25_P12_D02_S134_comb,T cell,oscc25,LNM_pri
HNSCC25_P12_A03_S99_comb,T cell,oscc25,LNM_pri
HNSCC25_P31_H11_S287_comb,T cell,oscc25,LNM_met
HNSCC25_P31_B02_S206_comb,T cell,oscc25,LNM_met
HNSCC25_P31_D06_S234_comb,T cell,oscc25,LNM_met
HNSCC25_P12_E10_S154_comb,T cell,oscc25,LNM_pri
HNSCC25_P12_E04_S148_comb,T cell,oscc25,LNM_pri
HNSCC25_P31_H10_S286_comb,T cell,oscc25,LNM_met
HNSCC25_P31_A07_S199_comb,T cell,oscc25,LNM_met
HNSCC25_P12_B01_S109_comb,T cell,oscc25,LNM_pri
HNSCC25_P31_F06_S258_comb,T cell,oscc25,LNM_met
HNSCC25_P31_G03_S267_comb,T cell,oscc25,LNM_met
HNSCC25_P31_D07_S235_comb,T cell,oscc25,LNM_met
HNSCC25_P4_H09_S285_comb,T cell,oscc25,LNM_pri
HNSCC25_P31_D04_S232_comb,T cell,oscc25,LNM_met
HNSCC25_P12_A10_S106_comb,T cell,oscc25,LNM_pri
HNSCC25_P31_C04_S220_comb,T cell,oscc25,LNM_met
HNSCC25_P31_B11_S215_comb,T cell,oscc25,LNM_met
HNSCC25_P12_B08_S116_comb,T cell,oscc25,LNM_pri
HNSCC25_P31_C10_S226_comb,T cell,oscc25,LNM_met
HNSCC25_P12_G01_S169_comb,T cell,oscc25,LNM_pri
HNSCC25_P31_D03_S231_comb,T cell,oscc25,LNM_met
HNSCC25_P31_G05_S269_comb,T cell,oscc25,LNM_met
HNSCC25_P12_G05_S173_comb,T cell,oscc25,LNM_pri
HNSCC25_P31_F03_S255_comb,T cell,oscc25,LNM_met
HNSCC25_P12_H04_S184_comb,T cell,oscc25,LNM_pri
HNSCC25_P31_A10_S202_comb,T cell,oscc25,LNM_met
HNSCC25_P31_F10_S262_comb,T cell,oscc25,LNM_met
HNSCC25_P12_A01_S97_comb,T cell,oscc25,LNM_pri
HNSCC25_P31_G11_S275_comb,T cell,oscc25,LNM_met
HNSCC24_P3_C10_S34_comb,Mst,oscc24,LNM_pri
HNSCC25_P12_H10_S190_comb,T cell,oscc25,LNM_pri
HNSCC25_P12_D01_S133_comb,T cell,oscc25,LNM_pri
HNSCC25_P31_F01_S253_comb,T cell,oscc25,LNM_met
HNSCC25_P31_E03_S243_comb,T cell,oscc25,LNM_met
HNSCC24_P3_A06_S6_comb,Mst,oscc24,LNM_pri
HNSCC25_P12_C09_S129_comb,T cell,oscc25,LNM_pri
HNSCC25_P31_C06_S222_comb,T cell,oscc25,LNM_met
HNSCC25_P31_B07_S211_comb,T cell,oscc25,LNM_met
HNSCC25_P12_F12_S168_comb,T cell,oscc25,LNM_pri
HNSCC25_P31_G04_S268_comb,T cell,oscc25,LNM_met
HNSCC25_P31_F04_S256_comb,T cell,oscc25,LNM_met
HNSCC25_P31_D08_S236_comb,T cell,oscc25,LNM_met
HNSCC25_P31_B04_S208_comb,T cell,oscc25,LNM_met
HNSCC25_P4_C12_S228_comb,Mst,oscc25,LNM_pri
HNSCC25_P12_F01_S157_comb,T cell,oscc25,LNM_pri
HNSCC25_P12_H09_S189_comb,T cell,oscc25,LNM_pri
HNSCC25_P31_E08_S248_comb,T cell,oscc25,LNM_met
HNSCC24_P3_B08_S20_comb,Mst,oscc24,LNM_pri
HNSCC25_P12_G07_S175_comb,T cell,oscc25,LNM_pri
HNSCC25_P12_H11_S191_comb,T cell,oscc25,LNM_pri
HNSCC25_P31_B12_S216_comb,T cell,oscc25,LNM_met
HNSCC25_P31_A04_S196_comb,T cell,oscc25,LNM_met
HNSCC25_P12_G04_S172_comb,T cell,oscc25,LNM_pri
HNSCC25_P31_C08_S224_comb,T cell,oscc25,LNM_met
HNSCC25_P12_E05_S149_comb,T cell,oscc25,LNM_pri
HNSCC25_P31_E06_S246_comb,T cell,oscc25,LNM_met
HNSCC25_P12_A09_S105_comb,T cell,oscc25,LNM_pri
HNSCC24_P3_B01_S13_comb,Mst,oscc24,LNM_pri
HNSCC25_P31_E04_S244_comb,T cell,oscc25,LNM_met
HNSCC25_P12_G09_S177_comb,T cell,oscc25,LNM_pri
HNSCC25_P31_B10_S214_comb,T cell,oscc25,LNM_met
HNSCC25_P31_E02_S242_comb,T cell,oscc25,LNM_met
HNSCC25_P12_B12_S120_comb,T cell,oscc25,LNM_pri
HNSCC25_P12_A02_S98_comb,T cell,oscc25,LNM_pri
HNSCC25_P12_G08_S176_comb,T cell,oscc25,LNM_pri
HNSCC25_P12_C08_S128_comb,T cell,oscc25,LNM_pri
HNSCC25_P31_E07_S247_comb,T cell,oscc25,LNM_met
HNSCC25_P12_D06_S138_comb,T cell,oscc25,LNM_pri
HNSCC25_P31_E01_S241_comb,T cell,oscc25,LNM_met
HNSCC24_P3_F11_S71_comb,Mst,oscc24,LNM_pri
HNSCC25_P12_G11_S179_comb,T cell,oscc25,LNM_pri
HNSCC25_P31_H06_S282_comb,T cell,oscc25,LNM_met
HNSCC25_P31_A06_S198_comb,T cell,oscc25,LNM_met
HNSCC25_P31_C02_S218_comb,T cell,oscc25,LNM_met
HNSCC25_P12_D12_S144_comb,T cell,oscc25,LNM_pri
HNSCC25_P31_A03_S195_comb,T cell,oscc25,LNM_met
HNSCC25_P12_B04_S112_comb,T cell,oscc25,LNM_pri
HNSCC25_P12_H03_S183_comb,T cell,oscc25,LNM_pri
HNSCC25_P31_A05_S197_comb,T cell,oscc25,LNM_met
HNSCC18_P4_D10_S46_comb,Mst,oscc18,LNM_pri
HNSCC18_P4_A11_S11_comb,Mst,oscc18,LNM_pri
HNSCC18_P4_A05_S5_comb,Mst,oscc18,LNM_pri
HNSCC25_P22_C08_S320_comb,Mst,oscc25,LNM_met
HNSCC25_P3_D03_S135_comb,Mst,oscc25,LNM_pri
HNSCC25_P22_C03_S315_comb,B cell,oscc25,LNM_met
HNSCC25_P22_H07_S379_comb,B cell,oscc25,LNM_met
HNSCC25_P22_G10_S370_comb,B cell,oscc25,LNM_met
HNSCC25_P3_G06_S174_comb,Myo,oscc25,LNM_pri
HNSCC25_P3_C11_S131_comb,DC,oscc25,LNM_pri
HNSCC25_P3_F05_S161_comb,T cell,oscc25,LNM_pri
HNSCC25_P3_A06_S102_comb,Mst,oscc25,LNM_pri
HNSCC25_P3_B12_S120_comb,Myo,oscc25,LNM_pri
HNSCC25_P3_F04_S160_comb,Myo,oscc25,LNM_pri
HNSCC25_P3_A04_S100_comb,Myo,oscc25,LNM_pri
HNSCC25_P3_F12_S168_comb,Mst,oscc25,LNM_pri
HNSCC28_P2_A12_S12_comb,Myo,oscc28,LNM_pri
HNSCC28_P13_G05_S269_comb,EC,oscc28,LNM_met
HNSCC28_P12_H07_S283_comb,B cell,oscc28,LNM_met
HNSCC28_P1_G03_S75_comb,EC,oscc28,LNM_pri
HNSCC28_P1_A08_S8_comb,EC,oscc28,LNM_pri
HNSCC28_P12_B05_S209_comb,B cell,oscc28,LNM_met
HNSCC28_P13_H12_S288_comb,T cell,oscc28,LNM_met
HNSCC28_P13_F06_S258_comb,B cell,oscc28,LNM_met
HNSCC28_P12_C10_S226_comb,EC,oscc28,LNM_met
HNSCC28_P1_B12_S24_comb,EC,oscc28,LNM_pri
HNSCC28_P13_D10_S238_comb,B cell,oscc28,LNM_met
HNSCC28_P13_D11_S239_comb,B cell,oscc28,LNM_met
HNSCC28_P1_A05_S5_comb,EC,oscc28,LNM_pri
HNSCC28_P13_D02_S230_comb,T cell,oscc28,LNM_met
HNSCC28_P12_G07_S271_comb,B cell,oscc28,LNM_met
HNSCC28_P13_F12_S264_comb,EC,oscc28,LNM_met
HNSCC28_P13_D12_S240_comb,B cell,oscc28,LNM_met
HNSCC28_P2_G07_S79_comb,Myo,oscc28,LNM_pri
HNSCC28_P12_D11_S239_comb,B cell,oscc28,LNM_met
HNSCC28_P2_D02_S38_comb,Myo,oscc28,LNM_pri
HNSCC28_P13_B09_S213_comb,B cell,oscc28,LNM_met
HNSCC28_P13_F10_S262_comb,B cell,oscc28,LNM_met
HNSCC28_P2_B11_S23_comb,EC,oscc28,LNM_pri
HNSCC28_P2_A03_S3_comb,EC,oscc28,LNM_pri
HNSCC28_P12_A04_S196_comb,T cell,oscc28,LNM_met
HNSCC28_P12_E12_S252_comb,B cell,oscc28,LNM_met
HNSCC28_P13_H10_S286_comb,B cell,oscc28,LNM_met
HNSCC28_P2_A07_S7_comb,EC,oscc28,LNM_pri
HNSCC28_P2_E10_S58_comb,EC,oscc28,LNM_pri
HNSCC25_P19_LN_D06_S234_comb,B cell,oscc25,LNM_met
HNSCC26_P1_pri_E03_S147_comb,DC,oscc26,LNM_pri
HNSCC25_P19_LN_G11_S275_comb,B cell,oscc25,LNM_met
HNSCC25_P19_LN_B04_S208_comb,B cell,oscc25,LNM_met
HNSCC25_P19_LN_D05_S233_comb,B cell,oscc25,LNM_met
HNSCC25_P19_LN_C09_S225_comb,B cell,oscc25,LNM_met
HNSCC25_P1_pri_F01_S61_comb,DC,oscc25,LNM_pri
HNSCC24_P25_L_LN_G12_S372_comb,Mst,oscc24,LNM_pri
HNSCC24_P25_L_LN_E06_S342_comb,Mst,oscc24,LNM_pri
HNSCC24_P25_L_LN_H06_S378_comb,Mst,oscc24,LNM_pri
HNSCC24_P13_R_LN_E11_S155_comb,Mst,oscc24,LNM_pri
HNSCC25_P1_pri_F05_S65_comb,DC,oscc25,LNM_pri
HNSCC20_P5_pri_G07_S79_comb,EC,oscc20,LNM_pri
HNSCC18_P16_A08_S200_comb,T cell,oscc18,LNM_pri
HNSCC18_P16_B11_S215_comb,T cell,oscc18,LNM_pri
HNSCC18_P15_C09_S33_comb,T cell,oscc18,LNM_pri
HNSCC18_P16_F10_S262_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_C10_S322_comb,T cell,oscc18,LNM_pri
HNSCC18_P7_A03_S99_comb,EC,oscc18,LNM_pri
HNSCC18_P15_A10_S10_comb,T cell,oscc18,LNM_pri
HNSCC18_P15_H09_S93_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_F05_S353_comb,T cell,oscc18,LNM_pri
HNSCC18_P15_C05_S29_comb,T cell,oscc18,LNM_pri
HNSCC18_P16_E11_S251_comb,T cell,oscc18,LNM_pri
HNSCC18_P16_G09_S273_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_C01_S313_comb,B cell,oscc18,LNM_pri
HNSCC18_P16_A04_S196_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_E08_S344_comb,Mst,oscc18,LNM_pri
HNSCC18_P13_E12_S348_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_F03_S351_comb,T cell,oscc18,LNM_pri
HNSCC18_P3_A02_S290_comb,Mst,oscc18,LNM_pri
HNSCC18_P13_B02_S302_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_F09_S357_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_H08_S380_comb,T cell,oscc18,LNM_pri
HNSCC18_P16_D07_S235_comb,T cell,oscc18,LNM_pri
HNSCC18_P15_E06_S54_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_G08_S368_comb,B cell,oscc18,LNM_pri
HNSCC18_P16_E09_S249_comb,T cell,oscc18,LNM_pri
HNSCC18_P7_G09_S177_comb,Mst,oscc18,LNM_pri
HNSCC18_P15_D01_S37_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_D11_S335_comb,T cell,oscc18,LNM_pri
HNSCC18_P15_B10_S22_comb,T cell,oscc18,LNM_pri
HNSCC18_P15_A05_S5_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_H01_S373_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_A02_S290_comb,T cell,oscc18,LNM_pri
HNSCC18_P16_D10_S238_comb,T cell,oscc18,LNM_pri
HNSCC18_P16_A10_S202_comb,T cell,oscc18,LNM_pri
HNSCC18_P15_D05_S41_comb,T cell,oscc18,LNM_pri
HNSCC18_P15_H07_S91_comb,T cell,oscc18,LNM_pri
HNSCC18_P15_B11_S23_comb,T cell,oscc18,LNM_pri
HNSCC18_P15_D03_S39_comb,T cell,oscc18,LNM_pri
HNSCC18_P15_D12_S48_comb,T cell,oscc18,LNM_pri
HNSCC18_P7_F01_S157_comb,EC,oscc18,LNM_pri
HNSCC18_P15_H08_S92_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_G03_S363_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_H04_S376_comb,B cell,oscc18,LNM_pri
HNSCC18_P13_B12_S312_comb,T cell,oscc18,LNM_pri
HNSCC18_P7_G02_S170_comb,EC,oscc18,LNM_pri
HNSCC18_P16_E08_S248_comb,T cell,oscc18,LNM_pri
HNSCC18_P15_A12_S12_comb,T cell,oscc18,LNM_pri
HNSCC18_P15_F12_S72_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_H09_S381_comb,T cell,oscc18,LNM_pri
HNSCC18_P16_B10_S214_comb,Mac,oscc18,LNM_pri
HNSCC18_P16_F06_S258_comb,T cell,oscc18,LNM_pri
HNSCC18_P15_B07_S19_comb,T cell,oscc18,LNM_pri
HNSCC18_P16_A01_S193_comb,T cell,oscc18,LNM_pri
HNSCC18_P15_G10_S82_comb,T cell,oscc18,LNM_pri
HNSCC18_P15_H05_S89_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_H07_S379_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_F11_S359_comb,Mac,oscc18,LNM_pri
HNSCC18_P15_C07_S31_comb,T cell,oscc18,LNM_pri
HNSCC18_P7_F07_S163_comb,EC,oscc18,LNM_pri
HNSCC18_P13_E09_S345_comb,B cell,oscc18,LNM_pri
HNSCC18_P16_C04_S220_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_D04_S328_comb,T cell,oscc18,LNM_pri
HNSCC18_P16_E02_S242_comb,T cell,oscc18,LNM_pri
HNSCC18_P15_D02_S38_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_F12_S360_comb,T cell,oscc18,LNM_pri
HNSCC18_P16_A09_S201_comb,T cell,oscc18,LNM_pri
HNSCC18_P15_F03_S63_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_E02_S338_comb,T cell,oscc18,LNM_pri
HNSCC18_P16_B04_S208_comb,T cell,oscc18,LNM_pri
HNSCC18_P7_A02_S98_comb,EC,oscc18,LNM_pri
HNSCC18_P15_E01_S49_comb,T cell,oscc18,LNM_pri
HNSCC18_P15_A07_S7_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_A04_S292_comb,Mac,oscc18,LNM_pri
HNSCC18_P16_G01_S265_comb,T cell,oscc18,LNM_pri
HNSCC18_P15_E11_S59_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_F06_S354_comb,T cell,oscc18,LNM_pri
HNSCC18_P15_C04_S28_comb,T cell,oscc18,LNM_pri
HNSCC18_P16_H08_S284_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_B06_S306_comb,T cell,oscc18,LNM_pri
HNSCC18_P7_A10_S106_comb,EC,oscc18,LNM_pri
HNSCC18_P16_B06_S210_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_F04_S352_comb,T cell,oscc18,LNM_pri
HNSCC18_P16_B07_S211_comb,T cell,oscc18,LNM_pri
HNSCC18_P7_G07_S175_comb,EC,oscc18,LNM_pri
HNSCC18_P15_G12_S84_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_G02_S362_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_G06_S366_comb,T cell,oscc18,LNM_pri
HNSCC18_P15_A03_S3_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_A09_S297_comb,Mac,oscc18,LNM_pri
HNSCC18_P15_D04_S40_comb,T cell,oscc18,LNM_pri
HNSCC18_P15_C03_S27_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_E07_S343_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_E05_S341_comb,T cell,oscc18,LNM_pri
HNSCC18_P7_H06_S186_comb,EC,oscc18,LNM_pri
HNSCC18_P13_C09_S321_comb,T cell,oscc18,LNM_pri
HNSCC18_P7_F12_S168_comb,EC,oscc18,LNM_pri
HNSCC18_P13_G01_S361_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_F01_S349_comb,T cell,oscc18,LNM_pri
HNSCC18_P15_E03_S51_comb,T cell,oscc18,LNM_pri
HNSCC18_P15_B02_S14_comb,T cell,oscc18,LNM_pri
HNSCC18_P16_F04_S256_comb,T cell,oscc18,LNM_pri
HNSCC18_P7_E05_S149_comb,EC,oscc18,LNM_pri
HNSCC18_P13_B09_S309_comb,T cell,oscc18,LNM_pri
HNSCC18_P15_A02_S2_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_D03_S327_comb,T cell,oscc18,LNM_pri
HNSCC18_P16_C05_S221_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_A11_S299_comb,Mst,oscc18,LNM_pri
HNSCC18_P13_D01_S325_comb,T cell,oscc18,LNM_pri
HNSCC18_P15_F01_S61_comb,T cell,oscc18,LNM_pri
HNSCC18_P3_H04_S376_comb,Mst,oscc18,LNM_pri
HNSCC18_P13_E10_S346_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_E11_S347_comb,T cell,oscc18,LNM_pri
HNSCC18_P15_D09_S45_comb,T cell,oscc18,LNM_pri
HNSCC18_P15_A11_S11_comb,T cell,oscc18,LNM_pri
HNSCC18_P15_A01_S1_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_H02_S374_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_B08_S308_comb,Mac,oscc18,LNM_pri
HNSCC18_P15_G06_S78_comb,T cell,oscc18,LNM_pri
HNSCC18_P7_F10_S166_comb,B cell,oscc18,LNM_pri
HNSCC18_P13_C12_S324_comb,T cell,oscc18,LNM_pri
HNSCC18_P7_A12_S108_comb,B cell,oscc18,LNM_pri
HNSCC18_P16_H07_S283_comb,T cell,oscc18,LNM_pri
HNSCC18_P15_G04_S76_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_A07_S295_comb,T cell,oscc18,LNM_pri
HNSCC18_P15_G03_S75_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_E04_S340_comb,T cell,oscc18,LNM_pri
HNSCC18_P16_G02_S266_comb,T cell,oscc18,LNM_pri
HNSCC18_P16_C10_S226_comb,T cell,oscc18,LNM_pri
HNSCC18_P16_A11_S203_comb,T cell,oscc18,LNM_pri
HNSCC18_P7_G03_S171_comb,EC,oscc18,LNM_pri
HNSCC18_P16_A05_S197_comb,T cell,oscc18,LNM_pri
HNSCC18_P16_H09_S285_comb,T cell,oscc18,LNM_pri
HNSCC18_P15_F05_S65_comb,T cell,oscc18,LNM_pri
HNSCC18_P16_B03_S207_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_G05_S365_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_C03_S315_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_C08_S320_comb,T cell,oscc18,LNM_pri
HNSCC18_P7_B11_S119_comb,EC,oscc18,LNM_pri
HNSCC18_P13_H12_S384_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_D09_S333_comb,T cell,oscc18,LNM_pri
HNSCC18_P15_G05_S77_comb,T cell,oscc18,LNM_pri
HNSCC18_P7_G05_S173_comb,EC,oscc18,LNM_pri
HNSCC18_P15_B03_S15_comb,T cell,oscc18,LNM_pri
HNSCC18_P15_E05_S53_comb,T cell,oscc18,LNM_pri
HNSCC18_P16_H12_S288_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_F02_S350_comb,B cell,oscc18,LNM_pri
HNSCC18_P13_E03_S339_comb,T cell,oscc18,LNM_pri
HNSCC18_P7_H01_S181_comb,EC,oscc18,LNM_pri
HNSCC18_P15_E10_S58_comb,T cell,oscc18,LNM_pri
HNSCC18_P7_C03_S123_comb,EC,oscc18,LNM_pri
HNSCC18_P15_A04_S4_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_A06_S294_comb,T cell,oscc18,LNM_pri
HNSCC18_P15_B01_S13_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_C04_S316_comb,B cell,oscc18,LNM_pri
HNSCC18_P15_G07_S79_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_G11_S371_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_A03_S291_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_C02_S314_comb,B cell,oscc18,LNM_pri
HNSCC18_P13_E01_S337_comb,T cell,oscc18,LNM_pri
HNSCC18_P7_G10_S178_comb,Myo,oscc18,LNM_pri
HNSCC18_P15_C11_S35_comb,T cell,oscc18,LNM_pri
HNSCC18_P16_F02_S254_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_A05_S293_comb,Mst,oscc18,LNM_pri
HNSCC18_P13_E06_S342_comb,Mac,oscc18,LNM_pri
HNSCC18_P15_C10_S34_comb,T cell,oscc18,LNM_pri
HNSCC18_P7_C05_S125_comb,EC,oscc18,LNM_pri
HNSCC18_P13_A12_S300_comb,T cell,oscc18,LNM_pri
HNSCC18_P16_H11_S287_comb,Mac,oscc18,LNM_pri
HNSCC18_P15_E07_S55_comb,T cell,oscc18,LNM_pri
HNSCC18_P13_H10_S382_comb,T cell,oscc18,LNM_pri
HNSCC18_P7_B02_S110_comb,EC,oscc18,LNM_pri
HNSCC18_P7_B09_S117_comb,Mst,oscc18,LNM_pri
