,cell_types,Sample_ID,condition
HN28_P14_D08_S140_comb,MAF,oscc28,LNM_met
HN28_P3P4_B01_S13_comb,CAF,oscc28,LNM_pri
HN28_P3P4_H06_S90_comb,MAF,oscc28,LNM_pri
HN28_P3P4_F10_S70_comb,MAF,oscc28,LNM_pri
HN28_P5_E04_S244_comb,MAF,oscc28,LNM_pri
HN28_P5_B04_S208_comb,MAF,oscc28,LNM_pri
HN28_P5_B05_S209_comb,MAF,oscc28,LNM_pri
HN28_P5_F03_S255_comb,MAF,oscc28,LNM_pri
HN28_P3P4_G06_S78_comb,MAF,oscc28,LNM_pri
HN28_P3P4_B08_S20_comb,MAF,oscc28,LNM_pri
HN28_P5_H03_S279_comb,CAF,oscc28,LNM_pri
HN28_P14_G12_S180_comb,CAF,oscc28,LNM_met
HN28_P3P4_E07_S55_comb,CAF,oscc28,LNM_pri
HN28_P14_C02_S122_comb,MAF,oscc28,LNM_met
HN28_P3P4_H02_S86_comb,MAF,oscc28,LNM_pri
HN28_P3P4_E04_S52_comb,MSC,oscc28,LNM_pri
HN28_P3P4_D08_S44_comb,MAF,oscc28,LNM_pri
HN28_P3P4_D04_S40_comb,MAF,oscc28,LNM_pri
HN28_P5_H09_S285_comb,MAF,oscc28,LNM_pri
HN28_P5_C10_S226_comb,CAF,oscc28,LNM_pri
HN28_P5_B11_S215_comb,CAF,oscc28,LNM_pri
HN28_P3P4_H11_S95_comb,MAF,oscc28,LNM_pri
HN28_P3P4_E09_S57_comb,MAF,oscc28,LNM_pri
HN28_P14_D09_S141_comb,CAF,oscc28,LNM_met
HN28_P5_B10_S214_comb,CAF,oscc28,LNM_pri
HN28_P3P4_D06_S42_comb,MSC,oscc28,LNM_pri
HN28_P5_E05_S245_comb,MSC,oscc28,LNM_pri
HN28_P3P4_B09_S21_comb,MAF,oscc28,LNM_pri
HN28_P5_H10_S286_comb,MAF,oscc28,LNM_pri
HN28_P3P4_D02_S38_comb,MSC,oscc28,LNM_pri
HN28_P3P4_G01_S73_comb,CAF,oscc28,LNM_pri
HN28_P5_F04_S256_comb,CAF,oscc28,LNM_pri
HN28_P14_G10_S178_comb,CAF,oscc28,LNM_met
HN28_P5_G09_S273_comb,CAF,oscc28,LNM_pri
HN28_P3P4_F12_S72_comb,MSC,oscc28,LNM_pri
HN28_P3P4_B07_S19_comb,CAF,oscc28,LNM_pri
HN28_P3P4_C06_S30_comb,MAF,oscc28,LNM_pri
HN28_P5_C07_S223_comb,CAF,oscc28,LNM_pri
HN28_P3P4_E10_S58_comb,MAF,oscc28,LNM_pri
HN28_P5_A01_S193_comb,CAF,oscc28,LNM_pri
HN28_P14_H07_S187_comb,MAF,oscc28,LNM_met
HN28_P3P4_F04_S64_comb,CAF,oscc28,LNM_pri
HN28_P5_E02_S242_comb,MAF,oscc28,LNM_pri
HN28_P5_A10_S202_comb,MAF,oscc28,LNM_pri
HN28_P3P4_G11_S83_comb,MAF,oscc28,LNM_pri
HN28_P3P4_A05_S5_comb,CAF,oscc28,LNM_pri
HN28_P5_H06_S282_comb,MSC,oscc28,LNM_pri
HN28_P3P4_C08_S32_comb,MSC,oscc28,LNM_pri
HN28_P3P4_C01_S25_comb,MAF,oscc28,LNM_pri
HN28_P14_G11_S179_comb,MAF,oscc28,LNM_met
HN28_P5_F07_S259_comb,CAF,oscc28,LNM_pri
HN28_P14_D06_S138_comb,MAF,oscc28,LNM_met
HN28_P3P4_F09_S69_comb,CAF,oscc28,LNM_pri
HN28_P14_E07_S151_comb,MAF,oscc28,LNM_met
HN28_P14_B11_S119_comb,CAF,oscc28,LNM_met
HN28_P14_F10_S166_comb,CAF,oscc28,LNM_met
HN28_P14_E10_S154_comb,MAF,oscc28,LNM_met
HN28_P3P4_A11_S11_comb,CAF,oscc28,LNM_pri
HN28_P3P4_C10_S34_comb,MAF,oscc28,LNM_pri
HN28_P5_D01_S229_comb,MSC,oscc28,LNM_pri
HN28_P3P4_F01_S61_comb,CAF,oscc28,LNM_pri
HN28_P14_D02_S134_comb,MAF,oscc28,LNM_met
HN28_P3P4_B05_S17_comb,CAF,oscc28,LNM_pri
HN28_P5_A08_S200_comb,CAF,oscc28,LNM_pri
HN28_P14_E01_S145_comb,MAF,oscc28,LNM_met
HN28_P5_H05_S281_comb,CAF,oscc28,LNM_pri
HN28_P3P4_A04_S4_comb,MAF,oscc28,LNM_pri
HN28_P3P4_G07_S79_comb,CAF,oscc28,LNM_pri
HN28_P5_E06_S246_comb,MAF,oscc28,LNM_pri
HN28_P3P4_C09_S33_comb,MSC,oscc28,LNM_pri
HN28_P3P4_G08_S80_comb,CAF,oscc28,LNM_pri
HN28_P3P4_H03_S87_comb,CAF,oscc28,LNM_pri
HN28_P14_B12_S120_comb,CAF,oscc28,LNM_met
HN28_P5_A12_S204_comb,MAF,oscc28,LNM_pri
HN28_P14_B09_S117_comb,CAF,oscc28,LNM_met
HN28_P3P4_A10_S10_comb,CAF,oscc28,LNM_pri
HN28_P5_D06_S234_comb,MAF,oscc28,LNM_pri
HN28_P3P4_C03_S27_comb,CAF,oscc28,LNM_pri
HN28_P14_B03_S111_comb,MAF,oscc28,LNM_met
HN28_P3P4_C02_S26_comb,MAF,oscc28,LNM_pri
HN28_P5_E03_S243_comb,MAF,oscc28,LNM_pri
HN28_P5_A03_S195_comb,MAF,oscc28,LNM_pri
HN28_P5_D12_S240_comb,MSC,oscc28,LNM_pri
HN28_P14_E11_S155_comb,CAF,oscc28,LNM_met
HN28_P14_F04_S160_comb,MAF,oscc28,LNM_met
HN28_P3P4_D03_S39_comb,CAF,oscc28,LNM_pri
HN28_P5_G02_S266_comb,MAF,oscc28,LNM_pri
HN28_P3P4_C05_S29_comb,CAF,oscc28,LNM_pri
HN28_P5_C02_S218_comb,MSC,oscc28,LNM_pri
HN28_P3P4_C07_S31_comb,MAF,oscc28,LNM_pri
HN28_P5_E11_S251_comb,MAF,oscc28,LNM_pri
HN28_P3P4_F11_S71_comb,MAF,oscc28,LNM_pri
HNSCC25_P20_F12_S360_comb,MAF,oscc25,LNM_met
HNSCC25_P2_H08_S92_comb,CAF,oscc25,LNM_pri
HNSCC25_P2_H09_S93_comb,CAF,oscc25,LNM_pri
HNSCC25_P20_C05_S317_comb,MAF,oscc25,LNM_met
HNSCC25_P2_F07_S67_comb,CAF,oscc25,LNM_pri
HNSCC25_P2_A04_S4_comb,CAF,oscc25,LNM_pri
HNSCC25_P2_E02_S50_comb,CAF,oscc25,LNM_pri
HNSCC25_P2_F05_S65_comb,CAF,oscc25,LNM_pri
HNSCC25_P2_H01_S85_comb,CAF,oscc25,LNM_pri
HNSCC25_P20_C02_S314_comb,MAF,oscc25,LNM_met
HNSCC25_P20_H01_S373_comb,MAF,oscc25,LNM_met
HNSCC25_P20_G01_S361_comb,MAF,oscc25,LNM_met
HNSCC25_P20_B03_S303_comb,MAF,oscc25,LNM_met
HNSCC25_P2_B11_S23_comb,MSC,oscc25,LNM_pri
HNSCC25_P2_D10_S46_comb,CAF,oscc25,LNM_pri
HNSCC25_P20_F09_S357_comb,MAF,oscc25,LNM_met
HNSCC25_P2_C09_S33_comb,CAF,oscc25,LNM_pri
HNSCC25_P20_D03_S327_comb,MAF,oscc25,LNM_met
HNSCC25_P2_C03_S27_comb,CAF,oscc25,LNM_pri
HNSCC25_P2_G12_S84_comb,MSC,oscc25,LNM_pri
HNSCC25_P20_B05_S305_comb,CAF,oscc25,LNM_met
HNSCC25_P20_D08_S332_comb,MAF,oscc25,LNM_met
HNSCC25_P20_A05_S293_comb,MAF,oscc25,LNM_met
HNSCC25_P2_D09_S45_comb,CAF,oscc25,LNM_pri
HNSCC25_P20_D02_S326_comb,MAF,oscc25,LNM_met
HNSCC25_P20_G02_S362_comb,MAF,oscc25,LNM_met
HNSCC25_P2_G08_S80_comb,CAF,oscc25,LNM_pri
HNSCC25_P2_A02_S2_comb,CAF,oscc25,LNM_pri
HNSCC25_P2_B12_S24_comb,CAF,oscc25,LNM_pri
HNSCC25_P2_E10_S58_comb,CAF,oscc25,LNM_pri
HNSCC25_P2_E03_S51_comb,CAF,oscc25,LNM_pri
HNSCC25_P2_G05_S77_comb,CAF,oscc25,LNM_pri
HNSCC25_P2_E07_S55_comb,CAF,oscc25,LNM_pri
HNSCC25_P2_B05_S17_comb,CAF,oscc25,LNM_pri
HNSCC25_P20_C11_S323_comb,MAF,oscc25,LNM_met
HNSCC25_P2_B03_S15_comb,CAF,oscc25,LNM_pri
HNSCC25_P2_E06_S54_comb,CAF,oscc25,LNM_pri
HNSCC25_P2_A01_S1_comb,CAF,oscc25,LNM_pri
HNSCC25_P20_A04_S292_comb,CAF,oscc25,LNM_met
HNSCC25_P2_D06_S42_comb,CAF,oscc25,LNM_pri
HNSCC25_P20_G04_S364_comb,MAF,oscc25,LNM_met
HNSCC25_P2_A03_S3_comb,MSC,oscc25,LNM_pri
HNSCC25_P2_C11_S35_comb,CAF,oscc25,LNM_pri
HNSCC25_P2_D03_S39_comb,CAF,oscc25,LNM_pri
HNSCC25_P2_B04_S16_comb,CAF,oscc25,LNM_pri
HNSCC25_P2_H10_S94_comb,CAF,oscc25,LNM_pri
HNSCC25_P2_F01_S61_comb,CAF,oscc25,LNM_pri
HNSCC25_P2_D02_S38_comb,CAF,oscc25,LNM_pri
HNSCC25_P20_B12_S312_comb,MAF,oscc25,LNM_met
HNSCC26_P3_F11_S167_comb,MAF,oscc26,LNM_pri
HNSCC26_P3_H03_S183_comb,CAF,oscc26,LNM_pri
HNSCC26_P3_G12_S180_comb,CAF,oscc26,LNM_pri
HNSCC26_P23_B10_S310_comb,MAF,oscc26,LNM_met
HNSCC26_P3_A10_S106_comb,MAF,oscc26,LNM_pri
HNSCC26_P3_E11_S155_comb,MAF,oscc26,LNM_pri
HNSCC26_P3_B08_S116_comb,MAF,oscc26,LNM_pri
HNSCC26_P23_A04_S292_comb,MAF,oscc26,LNM_met
HNSCC26_P3_D09_S141_comb,MAF,oscc26,LNM_pri
HNSCC26_P3_H07_S187_comb,MAF,oscc26,LNM_pri
HNSCC26_P23_B08_S308_comb,MAF,oscc26,LNM_met
HNSCC26_P3_D10_S142_comb,CAF,oscc26,LNM_pri
HNSCC26_P3_A03_S99_comb,MAF,oscc26,LNM_pri
HNSCC26_P3_C12_S132_comb,MAF,oscc26,LNM_pri
HNSCC26_P23_G01_S361_comb,MAF,oscc26,LNM_met
HNSCC26_P3_H09_S189_comb,MAF,oscc26,LNM_pri
HNSCC26_P23_B03_S303_comb,MAF,oscc26,LNM_met
HNSCC26_P23_A05_S293_comb,MAF,oscc26,LNM_met
HNSCC26_P3_H10_S190_comb,CAF,oscc26,LNM_pri
HNSCC26_P3_E12_S156_comb,CAF,oscc26,LNM_pri
HNSCC26_P3_E03_S147_comb,CAF,oscc26,LNM_pri
HNSCC26_P23_A10_S298_comb,MAF,oscc26,LNM_met
HNSCC26_P23_E02_S338_comb,MAF,oscc26,LNM_met
HNSCC26_P3_D11_S143_comb,CAF,oscc26,LNM_pri
HNSCC26_P3_E02_S146_comb,MAF,oscc26,LNM_pri
HNSCC26_P23_F05_S353_comb,MAF,oscc26,LNM_met
HNSCC26_P3_D07_S139_comb,CAF,oscc26,LNM_pri
HNSCC26_P23_B05_S305_comb,CAF,oscc26,LNM_met
HNSCC26_P3_F08_S164_comb,MAF,oscc26,LNM_pri
HNSCC24_P3_C11_S35_comb,MAF,oscc24,LNM_pri
HNSCC25_P4_H01_S277_comb,MAF,oscc25,LNM_pri
HNSCC25_P4_F02_S254_comb,MAF,oscc25,LNM_pri
HNSCC25_P4_D05_S233_comb,MAF,oscc25,LNM_pri
HNSCC25_P4_B03_S207_comb,CAF,oscc25,LNM_pri
HNSCC25_P4_E03_S243_comb,CAF,oscc25,LNM_pri
HNSCC25_P4_C02_S218_comb,MAF,oscc25,LNM_pri
HNSCC24_P3_E06_S54_comb,CAF,oscc24,LNM_pri
HNSCC25_P4_C11_S227_comb,CAF,oscc25,LNM_pri
HNSCC24_P3_D08_S44_comb,MAF,oscc24,LNM_pri
HNSCC25_P4_D01_S229_comb,MAF,oscc25,LNM_pri
HNSCC25_P4_G07_S271_comb,MAF,oscc25,LNM_pri
HNSCC24_P3_E10_S58_comb,CAF,oscc24,LNM_pri
HNSCC24_P3_A10_S10_comb,MAF,oscc24,LNM_pri
HNSCC25_P4_B01_S205_comb,MSC,oscc25,LNM_pri
HNSCC24_P3_B09_S21_comb,MAF,oscc24,LNM_pri
HNSCC24_P3_B10_S22_comb,MAF,oscc24,LNM_pri
HNSCC25_P4_E04_S244_comb,MAF,oscc25,LNM_pri
HNSCC25_P4_D03_S231_comb,MAF,oscc25,LNM_pri
HNSCC25_P4_F11_S263_comb,MAF,oscc25,LNM_pri
HNSCC24_P3_E09_S57_comb,MAF,oscc24,LNM_pri
HNSCC24_P3_C12_S36_comb,CAF,oscc24,LNM_pri
HNSCC24_P3_F03_S63_comb,MAF,oscc24,LNM_pri
HNSCC25_P4_D08_S236_comb,MAF,oscc25,LNM_pri
HNSCC24_P3_G05_S77_comb,CAF,oscc24,LNM_pri
HNSCC25_P4_F10_S262_comb,CAF,oscc25,LNM_pri
HNSCC24_P3_B07_S19_comb,MAF,oscc24,LNM_pri
HNSCC25_P4_B05_S209_comb,CAF,oscc25,LNM_pri
HNSCC25_P4_B06_S210_comb,CAF,oscc25,LNM_pri
HNSCC24_P3_E03_S51_comb,MAF,oscc24,LNM_pri
HNSCC25_P4_B12_S216_comb,MSC,oscc25,LNM_pri
HNSCC25_P4_F01_S253_comb,MAF,oscc25,LNM_pri
HNSCC25_P4_B07_S211_comb,MAF,oscc25,LNM_pri
HNSCC25_P4_A10_S202_comb,CAF,oscc25,LNM_pri
HNSCC25_P4_E07_S247_comb,MSC,oscc25,LNM_pri
HNSCC25_P4_E08_S248_comb,MAF,oscc25,LNM_pri
HNSCC25_P4_F08_S260_comb,MAF,oscc25,LNM_pri
HNSCC25_P4_G09_S273_comb,MSC,oscc25,LNM_pri
HNSCC24_P3_A04_S4_comb,CAF,oscc24,LNM_pri
HNSCC25_P4_C08_S224_comb,MAF,oscc25,LNM_pri
HNSCC25_P4_D07_S235_comb,MSC,oscc25,LNM_pri
HNSCC24_P3_D12_S48_comb,MAF,oscc24,LNM_pri
HNSCC25_P4_E01_S241_comb,MAF,oscc25,LNM_pri
HNSCC25_P4_F06_S258_comb,MAF,oscc25,LNM_pri
HNSCC25_P4_A06_S198_comb,CAF,oscc25,LNM_pri
HNSCC24_P3_F04_S64_comb,CAF,oscc24,LNM_pri
HNSCC25_P4_G03_S267_comb,MAF,oscc25,LNM_pri
HNSCC25_P4_D06_S234_comb,MAF,oscc25,LNM_pri
HNSCC25_P4_H10_S286_comb,CAF,oscc25,LNM_pri
HNSCC25_P4_B10_S214_comb,MAF,oscc25,LNM_pri
HNSCC25_P4_B02_S206_comb,MAF,oscc25,LNM_pri
HNSCC24_P3_D03_S39_comb,MAF,oscc24,LNM_pri
HNSCC25_P4_G01_S265_comb,MAF,oscc25,LNM_pri
HNSCC24_P3_C08_S32_comb,MAF,oscc24,LNM_pri
HNSCC24_P3_F02_S62_comb,MAF,oscc24,LNM_pri
HNSCC24_P3_G11_S83_comb,MAF,oscc24,LNM_pri
HNSCC24_P3_G01_S73_comb,CAF,oscc24,LNM_pri
HNSCC25_P4_B11_S215_comb,MAF,oscc25,LNM_pri
HNSCC25_P4_D10_S238_comb,MAF,oscc25,LNM_pri
HNSCC25_P4_B08_S212_comb,MAF,oscc25,LNM_pri
HNSCC25_P4_C09_S225_comb,MAF,oscc25,LNM_pri
HNSCC24_P3_C02_S26_comb,MAF,oscc24,LNM_pri
HNSCC24_P3_E11_S59_comb,CAF,oscc24,LNM_pri
HNSCC25_P4_D02_S230_comb,MSC,oscc25,LNM_pri
HNSCC24_P3_A02_S2_comb,CAF,oscc24,LNM_pri
HNSCC24_P3_A07_S7_comb,MAF,oscc24,LNM_pri
HNSCC25_P4_H08_S284_comb,CAF,oscc25,LNM_pri
HNSCC18_P4_C12_S36_comb,CAF,oscc18,LNM_pri
HNSCC18_P4_B09_S21_comb,CAF,oscc18,LNM_pri
HNSCC18_P4_A03_S3_comb,CAF,oscc18,LNM_pri
HNSCC25_P3_B03_S111_comb,MAF,oscc25,LNM_pri
HNSCC25_P22_F04_S352_comb,MAF,oscc25,LNM_met
HNSCC25_P22_F05_S353_comb,MAF,oscc25,LNM_met
HNSCC25_P3_B10_S118_comb,MAF,oscc25,LNM_pri
HNSCC25_P22_E04_S340_comb,CAF,oscc25,LNM_met
HNSCC25_P22_H05_S377_comb,MAF,oscc25,LNM_met
HNSCC25_P3_A05_S101_comb,MAF,oscc25,LNM_pri
HNSCC25_P3_H04_S184_comb,MAF,oscc25,LNM_pri
HNSCC25_P3_E08_S152_comb,CAF,oscc25,LNM_pri
HNSCC25_P3_F03_S159_comb,MSC,oscc25,LNM_pri
HNSCC25_P3_F09_S165_comb,MAF,oscc25,LNM_pri
HNSCC25_P3_C06_S126_comb,CAF,oscc25,LNM_pri
HNSCC25_P22_G07_S367_comb,MAF,oscc25,LNM_met
HNSCC25_P3_E10_S154_comb,CAF,oscc25,LNM_pri
HNSCC25_P22_D02_S326_comb,MAF,oscc25,LNM_met
HNSCC25_P3_B04_S112_comb,CAF,oscc25,LNM_pri
HNSCC25_P3_C02_S122_comb,MAF,oscc25,LNM_pri
HNSCC25_P3_G05_S173_comb,CAF,oscc25,LNM_pri
HNSCC25_P22_F10_S358_comb,MAF,oscc25,LNM_met
HNSCC25_P22_A08_S296_comb,CAF,oscc25,LNM_met
HNSCC25_P22_D04_S328_comb,MAF,oscc25,LNM_met
HNSCC25_P22_E10_S346_comb,MAF,oscc25,LNM_met
HNSCC25_P3_C05_S125_comb,MAF,oscc25,LNM_pri
HNSCC25_P22_H03_S375_comb,MAF,oscc25,LNM_met
HNSCC25_P3_A11_S107_comb,CAF,oscc25,LNM_pri
HNSCC25_P22_H09_S381_comb,MAF,oscc25,LNM_met
HNSCC25_P22_H06_S378_comb,MAF,oscc25,LNM_met
HNSCC25_P3_D11_S143_comb,MAF,oscc25,LNM_pri
HNSCC25_P3_B06_S114_comb,CAF,oscc25,LNM_pri
HNSCC25_P3_C08_S128_comb,MAF,oscc25,LNM_pri
HNSCC25_P3_D02_S134_comb,MAF,oscc25,LNM_pri
HNSCC25_P22_B06_S306_comb,CAF,oscc25,LNM_met
HNSCC25_P3_E06_S150_comb,CAF,oscc25,LNM_pri
HNSCC25_P22_F11_S359_comb,MAF,oscc25,LNM_met
HNSCC25_P22_E02_S338_comb,MAF,oscc25,LNM_met
HNSCC25_P3_B11_S119_comb,CAF,oscc25,LNM_pri
HNSCC25_P3_D09_S141_comb,MAF,oscc25,LNM_pri
HNSCC25_P3_C07_S127_comb,CAF,oscc25,LNM_pri
HNSCC25_P3_D10_S142_comb,MAF,oscc25,LNM_pri
HNSCC25_P3_C09_S129_comb,CAF,oscc25,LNM_pri
HNSCC25_P22_B02_S302_comb,CAF,oscc25,LNM_met
HNSCC25_P3_H05_S185_comb,CAF,oscc25,LNM_pri
HNSCC25_P3_E02_S146_comb,CAF,oscc25,LNM_pri
HNSCC25_P22_D11_S335_comb,MAF,oscc25,LNM_met
HNSCC25_P3_E09_S153_comb,MAF,oscc25,LNM_pri
HNSCC25_P22_B01_S301_comb,MAF,oscc25,LNM_met
HNSCC25_P3_D01_S133_comb,MAF,oscc25,LNM_pri
HNSCC25_P22_G09_S369_comb,CAF,oscc25,LNM_met
HNSCC25_P3_A03_S99_comb,MAF,oscc25,LNM_pri
HNSCC25_P22_B12_S312_comb,MAF,oscc25,LNM_met
HNSCC28_P2_A09_S9_comb,MAF,oscc28,LNM_pri
HNSCC28_P12_G09_S273_comb,MAF,oscc28,LNM_met
HNSCC28_P2_C06_S30_comb,CAF,oscc28,LNM_pri
HNSCC28_P1_G09_S81_comb,MAF,oscc28,LNM_pri
HNSCC28_P2_H06_S90_comb,MAF,oscc28,LNM_pri
HNSCC28_P1_E11_S59_comb,MAF,oscc28,LNM_pri
HNSCC28_P13_C08_S224_comb,MAF,oscc28,LNM_met
HNSCC28_P1_D11_S47_comb,CAF,oscc28,LNM_pri
HNSCC28_P12_B07_S211_comb,MAF,oscc28,LNM_met
HNSCC28_P1_F01_S61_comb,MAF,oscc28,LNM_pri
HNSCC28_P1_G12_S84_comb,CAF,oscc28,LNM_pri
HNSCC28_P2_E11_S59_comb,CAF,oscc28,LNM_pri
HNSCC28_P1_D01_S37_comb,CAF,oscc28,LNM_pri
HNSCC28_P2_H01_S85_comb,MAF,oscc28,LNM_pri
HNSCC28_P12_G03_S267_comb,CAF,oscc28,LNM_met
HNSCC28_P1_B09_S21_comb,MSC,oscc28,LNM_pri
HNSCC28_P13_A05_S197_comb,MAF,oscc28,LNM_met
HNSCC28_P1_B04_S16_comb,CAF,oscc28,LNM_pri
HNSCC28_P1_H04_S88_comb,MSC,oscc28,LNM_pri
HNSCC28_P12_E01_S241_comb,MAF,oscc28,LNM_met
HNSCC28_P1_F12_S72_comb,CAF,oscc28,LNM_pri
HNSCC28_P1_E02_S50_comb,MAF,oscc28,LNM_pri
HNSCC28_P2_H05_S89_comb,CAF,oscc28,LNM_pri
HNSCC28_P2_G10_S82_comb,CAF,oscc28,LNM_pri
HNSCC28_P2_A04_S4_comb,CAF,oscc28,LNM_pri
HNSCC28_P1_E05_S53_comb,MSC,oscc28,LNM_pri
HNSCC28_P13_F08_S260_comb,CAF,oscc28,LNM_met
HNSCC28_P1_H11_S95_comb,CAF,oscc28,LNM_pri
HNSCC28_P12_A08_S200_comb,MAF,oscc28,LNM_met
HNSCC28_P12_G08_S272_comb,MAF,oscc28,LNM_met
HNSCC28_P2_F08_S68_comb,MSC,oscc28,LNM_pri
HNSCC28_P2_H02_S86_comb,MAF,oscc28,LNM_pri
HNSCC28_P1_B10_S22_comb,MAF,oscc28,LNM_pri
HNSCC28_P1_F02_S62_comb,MAF,oscc28,LNM_pri
HNSCC28_P13_F05_S257_comb,MAF,oscc28,LNM_met
HNSCC28_P2_E03_S51_comb,MSC,oscc28,LNM_pri
HNSCC28_P1_H01_S85_comb,CAF,oscc28,LNM_pri
HNSCC28_P2_E02_S50_comb,MSC,oscc28,LNM_pri
HNSCC28_P13_F04_S256_comb,MAF,oscc28,LNM_met
HNSCC28_P1_B01_S13_comb,MAF,oscc28,LNM_pri
HNSCC28_P1_C08_S32_comb,MSC,oscc28,LNM_pri
HNSCC28_P1_D05_S41_comb,CAF,oscc28,LNM_pri
HNSCC28_P12_G04_S268_comb,MAF,oscc28,LNM_met
HNSCC28_P2_E08_S56_comb,MAF,oscc28,LNM_pri
HNSCC28_P2_G09_S81_comb,MAF,oscc28,LNM_pri
HNSCC28_P2_C11_S35_comb,CAF,oscc28,LNM_pri
HNSCC28_P12_B12_S216_comb,CAF,oscc28,LNM_met
HNSCC28_P13_E01_S241_comb,CAF,oscc28,LNM_met
HNSCC28_P1_F03_S63_comb,MAF,oscc28,LNM_pri
HNSCC28_P1_C09_S33_comb,MAF,oscc28,LNM_pri
HNSCC28_P2_G06_S78_comb,MSC,oscc28,LNM_pri
HNSCC28_P2_B06_S18_comb,MAF,oscc28,LNM_pri
HNSCC28_P2_B10_S22_comb,MSC,oscc28,LNM_pri
HNSCC28_P12_B10_S214_comb,MAF,oscc28,LNM_met
HNSCC28_P12_E05_S245_comb,MAF,oscc28,LNM_met
HNSCC28_P2_A01_S1_comb,MAF,oscc28,LNM_pri
HNSCC28_P13_G03_S267_comb,MAF,oscc28,LNM_met
HNSCC28_P13_E08_S248_comb,MAF,oscc28,LNM_met
HNSCC28_P13_E12_S252_comb,CAF,oscc28,LNM_met
HNSCC28_P12_H09_S285_comb,MAF,oscc28,LNM_met
HNSCC28_P13_H03_S279_comb,MAF,oscc28,LNM_met
HNSCC28_P1_E10_S58_comb,MSC,oscc28,LNM_pri
HNSCC28_P1_G02_S74_comb,MAF,oscc28,LNM_pri
HNSCC28_P2_F06_S66_comb,MAF,oscc28,LNM_pri
HNSCC28_P12_H10_S286_comb,CAF,oscc28,LNM_met
HNSCC28_P1_D09_S45_comb,CAF,oscc28,LNM_pri
HNSCC28_P12_B11_S215_comb,MAF,oscc28,LNM_met
HNSCC28_P12_G02_S266_comb,CAF,oscc28,LNM_met
HNSCC28_P2_E07_S55_comb,CAF,oscc28,LNM_pri
HNSCC28_P13_D09_S237_comb,MAF,oscc28,LNM_met
HNSCC28_P2_G01_S73_comb,MSC,oscc28,LNM_pri
HNSCC28_P12_D01_S229_comb,CAF,oscc28,LNM_met
HNSCC28_P2_F05_S65_comb,MSC,oscc28,LNM_pri
HNSCC28_P2_F03_S63_comb,MSC,oscc28,LNM_pri
HNSCC28_P12_A09_S201_comb,MAF,oscc28,LNM_met
HNSCC28_P1_A01_S1_comb,CAF,oscc28,LNM_pri
HNSCC28_P13_A01_S193_comb,MAF,oscc28,LNM_met
HNSCC28_P1_H12_S96_comb,MSC,oscc28,LNM_pri
HNSCC28_P1_E08_S56_comb,CAF,oscc28,LNM_pri
HNSCC28_P1_F07_S67_comb,CAF,oscc28,LNM_pri
HNSCC28_P1_F11_S71_comb,MAF,oscc28,LNM_pri
HNSCC28_P2_H03_S87_comb,MAF,oscc28,LNM_pri
HNSCC28_P1_F10_S70_comb,MAF,oscc28,LNM_pri
HNSCC28_P12_C09_S225_comb,MAF,oscc28,LNM_met
HNSCC28_P2_D12_S48_comb,MAF,oscc28,LNM_pri
HNSCC28_P13_A12_S204_comb,MAF,oscc28,LNM_met
HNSCC28_P12_E03_S243_comb,MAF,oscc28,LNM_met
HNSCC28_P1_B05_S17_comb,CAF,oscc28,LNM_pri
HNSCC28_P1_D03_S39_comb,MAF,oscc28,LNM_pri
HNSCC28_P1_C05_S29_comb,MAF,oscc28,LNM_pri
HNSCC28_P1_H03_S87_comb,CAF,oscc28,LNM_pri
HNSCC28_P13_F09_S261_comb,MAF,oscc28,LNM_met
HNSCC28_P2_E06_S54_comb,CAF,oscc28,LNM_pri
HNSCC28_P2_H04_S88_comb,MSC,oscc28,LNM_pri
HNSCC28_P13_G12_S276_comb,MAF,oscc28,LNM_met
HNSCC28_P1_H09_S93_comb,CAF,oscc28,LNM_pri
HNSCC28_P2_A11_S11_comb,MSC,oscc28,LNM_pri
HNSCC28_P2_E05_S53_comb,MAF,oscc28,LNM_pri
HNSCC28_P1_E04_S52_comb,MAF,oscc28,LNM_pri
HNSCC28_P12_C12_S228_comb,CAF,oscc28,LNM_met
HNSCC28_P2_A05_S5_comb,CAF,oscc28,LNM_pri
HNSCC28_P2_E09_S57_comb,MAF,oscc28,LNM_pri
HNSCC28_P12_G05_S269_comb,MAF,oscc28,LNM_met
HNSCC28_P13_C06_S222_comb,CAF,oscc28,LNM_met
HNSCC28_P2_D06_S42_comb,MAF,oscc28,LNM_pri
HNSCC28_P2_E01_S49_comb,CAF,oscc28,LNM_pri
HNSCC28_P13_C01_S217_comb,MAF,oscc28,LNM_met
HNSCC28_P2_B08_S20_comb,CAF,oscc28,LNM_pri
HNSCC28_P1_D08_S44_comb,CAF,oscc28,LNM_pri
HNSCC28_P1_H05_S89_comb,CAF,oscc28,LNM_pri
HNSCC28_P1_D07_S43_comb,CAF,oscc28,LNM_pri
HNSCC28_P12_E11_S251_comb,MAF,oscc28,LNM_met
HNSCC28_P12_H11_S287_comb,MAF,oscc28,LNM_met
HNSCC28_P2_B02_S14_comb,CAF,oscc28,LNM_pri
HNSCC28_P1_A10_S10_comb,MAF,oscc28,LNM_pri
HNSCC28_P1_C01_S25_comb,MAF,oscc28,LNM_pri
HNSCC28_P2_D08_S44_comb,MAF,oscc28,LNM_pri
HNSCC28_P13_H06_S282_comb,MAF,oscc28,LNM_met
